Order_ID,Order_Date,CustomerID,Product,Category,Unit_Price,Quantity,Total_Sales,Ad_Budget
ORD_00246,2025-03-09,CUST_092,Sofa L Shape Minimalis,Home & Living,5038718.0,1,5038718.0,291684.0
ORD_00247,2025-09-12,CUST_055,Jaket Kulit Premium,Fashion,1900207.0,1,1900207.0,217273.0
ORD_00248,2025-09-12,CUST_021,Sepatu Running Carbon,Olahraga,1328725.0,1,1328725.0,135995.0
ORD_00249,2025-03-06,CUST_008,Tumbler Insulated 1L,Olahraga,132371.0,4,529484.0,31177.0
ORD_00250,2025-02-07,CUST_020,Tumbler Insulated 1L,Olahraga,118412.0,4,473647.0,52995.0
ORD_00251,2025-03-08,CUST_086,Drone 4K Camera,Elektronik,4643727.0,2,9287454.0,949224.0
ORD_00252,2025-10-10,CUST_008,Lip Tint & Blush Duo,Kecantikan,171377.0,6,1028262.0,93823.0
ORD_00253,2025-07-08,CUST_049,Bantal Ergonomis Memory,Home & Living,273869.0,5,1369343.0,123860.0
ORD_00254,2025-11-06,CUST_009,Wireless Noise Cancelling,Elektronik,496580.0,3,1489740.0,117403.0
ORD_00255,2025-02-10,CUST_039,Sepatu Running Carbon,Olahraga,1345825.0,1,1345825.0,114994.0
ORD_00256,2025-02-14,CUST_001,Adjustable Dumbbell 20kg,Olahraga,1140910.0,1,1140910.0,126374.0
ORD_00257,2025-12-09,CUST_030,Vitamin C Serum 30ml,Kecantikan,335891.0,7,2351240.0,219098.0
ORD_00258,2025-03-23,CUST_019,Sepatu Running Carbon,Olahraga,1354352.0,2,2708703.0,223127.0
ORD_00259,2025-07-21,CUST_066,Eau de Parfum 100ml,Kecantikan,739521.0,3,2218563.0,208025.0
ORD_00260,2025-09-16,CUST_084,Set Dinnerware Keramik,Home & Living,361329.0,2,722659.0,46438.0
ORD_00261,2025-03-22,CUST_041,Rak Display Kayu Jati,Home & Living,1256793.0,1,1256793.0,79842.0
ORD_00262,2025-05-07,CUST_095,Vitamin C Serum 30ml,Kecantikan,388952.0,2,777904.0,80499.0
ORD_00263,2025-04-09,CUST_045,Laptop Gaming Pro,Elektronik,12274785.0,1,12274785.0,1302483.0
ORD_00264,2025-06-21,CUST_079,Drone 4K Camera,Elektronik,4760170.0,2,9520340.0,780738.0
ORD_00265,2025-07-15,CUST_037,Wireless Noise Cancelling,Elektronik,492283.0,5,2461414.0,198960.0
ORD_00266,2025-05-06,CUST_011,Laptop Gaming Pro,Elektronik,12534479.0,1,12534479.0,974363.0
ORD_00267,2025-07-23,CUST_065,Laptop Gaming Pro,Elektronik,12229187.0,1,12229187.0,832484.0
ORD_00268,2025-03-16,CUST_045,Skincare Routine Set,Kecantikan,850453.0,1,850453.0,72567.0
ORD_00269,2025-11-02,CUST_006,Lip Tint & Blush Duo,Kecantikan,181684.0,1,181684.0,11737.0
ORD_00270,2025-06-19,CUST_035,Rak Display Kayu Jati,Home & Living,1330017.0,1,1330017.0,82419.0
ORD_00271,2025-06-11,CUST_086,Lip Tint & Blush Duo,Kecantikan,174763.0,7,1223339.0,107926.0
ORD_00272,2025-09-07,CUST_085,Adjustable Dumbbell 20kg,Olahraga,1210134.0,1,1210134.0,118037.0
ORD_00273,2025-04-14,CUST_086,Sheet Mask Collagen (10pcs),Kecantikan,102506.0,8,820052.0,88417.0
ORD_00274,2025-05-27,CUST_064,Smartphone Flagship,Elektronik,8239992.0,2,16479984.0,1609321.0
ORD_00275,2025-01-05,CUST_081,Rak Display Kayu Jati,Home & Living,1157596.0,2,2315193.0,230944.0
ORD_00276,2025-12-18,CUST_070,Skincare Routine Set,Kecantikan,990801.0,3,2972404.0,249695.0
ORD_00277,2025-03-23,CUST_092,Kaos Oversize Unisex,Fashion,153481.0,6,920888.0,
ORD_00278,2025-11-24,CUST_019,Bantal Ergonomis Memory,Home & Living,281169.0,4,1124675.0,81996.0
ORD_00279,2025-07-27,CUST_096,Set Dinnerware Keramik,Home & Living,414046.0,1,414046.0,28256.0
ORD_00280,2025-06-18,CUST_024,Adjustable Dumbbell 20kg,Olahraga,1176583.0,2,2353165.0,245171.0
ORD_00281,2025-01-30,CUST_007,Sofa L Shape Minimalis,Home & Living,5233847.0,2,10467695.0,632131.0
ORD_00282,2025-05-21,CUST_008,Sofa L Shape Minimalis,Home & Living,4953135.0,1,4953135.0,292937.0
ORD_00283,2025-12-24,CUST_075,Tumbler Insulated 1L,Olahraga,123151.0,6,738905.0,58689.0
ORD_00284,2025-03-07,CUST_040,Set Dinnerware Keramik,Home & Living,360418.0,3,1081254.0,115842.0
ORD_00285,2025-04-21,CUST_031,Smartphone Flagship,Elektronik,7266981.0,2,14533963.0,1150689.0
ORD_00286,2025-01-21,CUST_019,Lip Tint & Blush Duo,Kecantikan,189158.0,7,1324107.0,150602.0
ORD_00287,2025-03-15,CUST_010,Adjustable Dumbbell 20kg,Olahraga,1221513.0,1,1221513.0,104055.0
ORD_00288,2025-01-30,CUST_063,Eau de Parfum 100ml,Kecantikan,726383.0,3,2179150.0,157767.0
ORD_00289,2025-10-01,CUST_096,Sheet Mask Collagen (10pcs),Kecantikan,90273.0,9,812461.0,82856.0
ORD_00290,2025-06-05,CUST_011,Smartphone Flagship,Elektronik,8349680.0,1,8349680.0,500671.0
ORD_00291,2025-04-10,CUST_082,Laptop Gaming Pro,Elektronik,12629969.0,1,12629969.0,1351317.0
ORD_00292,2025-07-05,CUST_087,Rak Display Kayu Jati,Home & Living,1337264.0,1,1337264.0,127720.0
ORD_00293,2025-01-13,CUST_033,Jeans Denim Slim,Fashion,459156.0,3,1377467.0,134692.0
ORD_00294,2025-10-25,CUST_017,Vitamin C Serum 30ml,Kecantikan,381459.0,3,1144376.0,107170.0
ORD_00295,2025-08-17,CUST_013,Tumbler Insulated 1L,Olahraga,132179.0,5,660896.0,43726.0
ORD_00296,2025-09-20,CUST_036,Lip Tint & Blush Duo,Kecantikan,178941.0,6,1073646.0,67850.0
ORD_00297,2025-08-15,CUST_013,Dress Formal Wanita,Fashion,451535.0,4,1806138.0,130484.0
ORD_00298,2025-02-22,CUST_074,Laptop Gaming Pro,Elektronik,12531724.0,1,12531724.0,890449.0
ORD_00299,2025-11-17,CUST_084,Resistance Band Set,Olahraga,78767.0,10,787665.0,62114.0
ORD_00300,2025-08-10,CUST_034,Skincare Routine Set,Kecantikan,848895.0,2,1697789.0,171832.0
ORD_00301,2025-04-14,CUST_067,Resistance Band Set,Olahraga,81016.0,13,1053214.0,67553.0
ORD_00302,2025-04-14,CUST_009,Sepatu Running Carbon,Olahraga,1417899.0,3,4253696.0,382546.0
ORD_00303,2025-01-26,CUST_025,Tumbler Insulated 1L,Olahraga,118917.0,4,475667.0,30180.0
ORD_00304,2025-02-18,CUST_047,Dress Formal Wanita,Fashion,436841.0,4,1747363.0,123354.0
ORD_00305,2025-01-05,CUST_084,Eau de Parfum 100ml,Kecantikan,772800.0,1,772800.0,74502.0
ORD_00306,2025-01-15,CUST_096,Skincare Routine Set,Kecantikan,987408.0,1,987408.0,85687.0
ORD_00307,2025-07-21,CUST_046,Matras Yoga Premium,Olahraga,335717.0,2,671433.0,55447.0
ORD_00308,2025-08-23,CUST_033,Adjustable Dumbbell 20kg,Olahraga,1139980.0,1,1139980.0,77007.0
ORD_00309,2025-11-16,CUST_059,Wireless Noise Cancelling,Elektronik,557559.0,4,2230236.0,255784.0
ORD_00310,2025-11-07,CUST_082,Jaket Kulit Premium,Fashion,1937197.0,1,1937197.0,213408.0
ORD_00311,2025-03-25,CUST_088,Kaos Oversize Unisex,Fashion,144031.0,11,1584341.0,161414.0
ORD_00312,2025-06-05,CUST_042,Jeans Denim Slim,Fashion,446901.0,1,446901.0,34153.0
ORD_00313,2025-04-01,CUST_022,Rak Display Kayu Jati,Home & Living,1319608.0,1,1319608.0,130287.0
ORD_00314,2025-01-10,CUST_100,Adjustable Dumbbell 20kg,Olahraga,1146484.0,1,1146484.0,108625.0
ORD_00315,2025-12-25,CUST_091,Wireless Noise Cancelling,Elektronik,481114.0,5,2405569.0,140635.0
ORD_00316,2025-11-20,CUST_065,Jaket Kulit Premium,Fashion,1969991.0,1,1969991.0,150733.0
ORD_00317,2025-09-23,CUST_059,Jaket Kulit Premium,Fashion,2080491.0,1,2080491.0,127135.0
ORD_00318,2025-12-20,CUST_041,Sofa L Shape Minimalis,Home & Living,4489951.0,1,4489951.0,294152.0
ORD_00319,2025-12-28,CUST_084,Tumbler Insulated 1L,Olahraga,123389.0,9,1110501.0,113073.0
ORD_00320,2025-09-28,CUST_099,Kaos Oversize Unisex,Fashion,148156.0,4,592625.0,45550.0
ORD_00321,2025-01-04,CUST_067,Sepatu Running Carbon,Olahraga,1422751.0,3,4268253.0,432235.0
ORD_00322,2025-12-17,CUST_053,Jaket Kulit Premium,Fashion,1884489.0,1,1884489.0,208916.0
ORD_00323,2025-11-09,CUST_010,Laptop Gaming Pro,Elektronik,11622662.0,1,11622662.0,891814.0
ORD_00324,2025-11-10,CUST_050,Resistance Band Set,Olahraga,83857.0,6,503141.0,50588.0
ORD_00325,2025-02-16,CUST_100,Sepatu Running Carbon,Olahraga,1297279.0,1,1297279.0,97579.0
ORD_00326,2025-05-19,CUST_096,Resistance Band Set,Olahraga,81859.0,4,327435.0,28178.0
ORD_00327,2025-05-03,CUST_021,Jaket Kulit Premium,Fashion,2090153.0,1,2090153.0,194237.0
ORD_00328,2025-04-14,CUST_015,Sepatu Running Carbon,Olahraga,1475590.0,2,2951180.0,308842.0
ORD_00329,2025-11-09,CUST_081,Sofa L Shape Minimalis,Home & Living,4559097.0,1,4559097.0,483393.0
ORD_00330,2025-09-02,CUST_003,Dress Formal Wanita,Fashion,405511.0,1,405511.0,38487.0
ORD_00331,2025-09-28,CUST_100,Laptop Gaming Pro,Elektronik,13394181.0,1,13394181.0,1135499.0
ORD_00332,2025-06-11,CUST_061,Lip Tint & Blush Duo,Kecantikan,193807.0,2,387615.0,35643.0
ORD_00333,2025-08-28,CUST_064,Vitamin C Serum 30ml,Kecantikan,363964.0,5,1819821.0,113028.0
ORD_00334,2025-05-31,CUST_002,Set Dinnerware Keramik,Home & Living,363888.0,2,727776.0,53555.0
ORD_00335,2025-09-29,CUST_083,Sofa L Shape Minimalis,Home & Living,4946902.0,1,4946902.0,441782.0
ORD_00336,2025-10-10,CUST_012,Lampu Meja Smart LED,Home & Living,180018.0,2,360035.0,28241.0
ORD_00337,2025-02-28,CUST_033,Laptop Gaming Pro,Elektronik,13255969.0,1,13255969.0,1210671.0
ORD_00338,2025-10-16,CUST_013,Jaket Kulit Premium,Fashion,1811655.0,1,1811655.0,140286.0
ORD_00339,2025-11-18,CUST_006,Vitamin C Serum 30ml,Kecantikan,362087.0,6,2172521.0,246855.0
ORD_00340,2025-09-23,CUST_098,Jeans Denim Slim,Fashion,486529.0,4,1946116.0,115682.0
ORD_00341,2025-10-22,CUST_091,Wireless Noise Cancelling,Elektronik,558982.0,2,1117965.0,101979.0
ORD_00342,2025-07-26,CUST_027,Tumbler Insulated 1L,Olahraga,115302.0,5,576511.0,65089.0
ORD_00343,2025-09-15,CUST_029,Jaket Kulit Premium,Fashion,1891627.0,1,1891627.0,134808.0
ORD_00344,2025-02-17,CUST_021,Skincare Routine Set,Kecantikan,936524.0,1,936524.0,63482.0
ORD_00345,2025-06-13,CUST_083,Bantal Ergonomis Memory,Home & Living,278649.0,3,835946.0,58672.0
ORD_00346,2025-05-25,CUST_074,Smartphone Flagship,Elektronik,8015231.0,2,16030461.0,1821388.0
ORD_00347,2025-03-14,CUST_027,Dress Formal Wanita,Fashion,408592.0,4,1634370.0,132489.0
ORD_00348,2025-02-16,CUST_063,Dress Formal Wanita,Fashion,404550.0,5,2022752.0,217746.0
ORD_00349,2025-07-22,CUST_061,Laptop Gaming Pro,Elektronik,11654290.0,1,11654290.0,1278127.0
